1,0.09232755,-0.28180447,4.30544815,2.07495738
2,0.16437653,0.51262884,9.38983538,3.06428383
3,0.05111369,-0.04145318,2.14720615,1.46533482
4,0.14659092,0.84842746,4.54377316,2.13161281
5,0.18240719,-0.35302023,5.80882409,2.41015022
6,0.71448293,0.45068582,8.51321172,2.91774086
7,0.08248057,0.19427930,3.08558186,1.75658244
8,0.37618961,-0.08749649,7.12842028,2.66991016
9,0.15221595,-0.14923056,5.33996715,2.31083689
10,0.13196289,-0.11358818,2.78295388,1.66821877
11,0.10133493,0.30875998,4.07198826,2.01791681
12,0.39905986,-0.24140741,3.36805951,1.83522737
13,0.23623001,-0.36076887,6.26085691,2.50217044
14,0.09180804,0.20329733,3.62407399,1.90370008
15,0.08167735,-0.18904177,2.66150390,1.63141163
16,0.21027935,-0.23253529,6.32928634,2.51580729
17,0.35501704,0.71016275,3.10546872,1.76223401
18,0.30164579,-0.98028681,7.37076469,2.71491523
19,0.11606011,0.13181543,5.01991862,2.24051749
20,0.14405978,-0.03714602,4.91808746,2.21767614
